URL,Title,Date
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202504_05~2dc91bb9e3.en.html,Financial market volatility and economic policy uncertainty: bridging the gap,2025-06-16
https://www.ecb.europa.eu/press/inter/date/2025/html/ecb.in250616~e15b7a2a3f.en.html,Interview with Reuters,2025-06-16
https://www.ecb.europa.eu/press/inter/date/2025/html/ecb.in250614~f35660c448.en.html,Interview with Xinhua News Agency,2025-06-14
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250612_2~ebc4589240.en.html,What good supervision looks like,2025-06-12
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250612_1~6afb2dc0f9.en.html,EU structural financial indicators: end of 2024,2025-06-12
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250612_1~33853c42a1.en.html,“More Europe” and financial integration,2025-06-12
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250612~d4cef0aba6.en.pdf,Monetary policy and economic growth in a more fragmented world,2025-06-12
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250612~484d529368.en.html,ECB adds indicator of nature loss in climate-related financial disclosures as portfolio emissions continue to decline,2025-06-12
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250611_1~cd38594925.en.html,The euro area bond market,2025-06-11
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250611_1~cacafe182f.en.html,International use of the euro broadly stable in 2024,2025-06-11
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250611_2~63f4c6d0af.en.html,New data release: ECB wage tracker indicates decline in negotiated wage growth over course of year,2025-06-11
https://www.ecb.europa.eu/press/other-publications/ire/article/html/ecb.ireart202506_02~a8e66f5ea3.en.html,Global trade invoicing patterns: new insights and the influence of geopolitics,2025-06-11
https://www.ecb.europa.eu/press/other-publications/ire/article/html/ecb.ireart202506_01~a8b7241329.en.html,Geopolitics and foreign holdings of euro area government debt,2025-06-11
https://www.ecb.europa.eu/press/other-publications/ire/focus/html/ecb.irebox202506_03~17c27de367.en.html,Geopolitics and global interlinking of fast payment systems,2025-06-11
https://www.ecb.europa.eu/press/other-publications/ire/focus/html/ecb.irebox202506_02~e5ae550b00.en.html,Reverse Yankee bonds,2025-06-11
https://www.ecb.europa.eu/press/other-publications/ire/focus/html/ecb.irebox202506_01~f93400a4aa.en.html,Gold demand: the role of the official sector and geopolitics,2025-06-11
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250611~0299725664.en.html,ECB and People’s Bank of China sign Memorandum of Understanding on cooperation ,2025-06-11
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250611~8936f0665d.en.html,Drawing a common map: sustaining global cooperation in a fragmenting world,2025-06-11
https://www.ecb.europa.eu/press/other-publications/ire/html/ecb.ire202506.en.html,The international role of the euro,2025-06-10
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250610~f79520493a.en.html,ECB appoints Thomas Vlassopoulos as Director General Market Infrastructure and Payments,2025-06-10
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250610.en.html,Consolidated financial statement of the Eurosystem as at 6 June 2025,2025-06-10
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250610~f10b8a9a5e.en.html,Reading the market’s pulse: monitoring investors’ risk appetite,2025-06-10
https://www.ecb.europa.eu/pub/euroareafinancialaccounts/html/ecb.eaqfa202506.en.html,Euro area and national quarterly financial accounts – Quality report 2024,2025-06-10
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250609~3b37304c9f.en.html,The rule of law as a constitutional pillar of European central banking,2025-06-09
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250607_1~37e0507dbc.en.pdf,Is inflation still global in a more fragmented world?,2025-06-07
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250607~e6ed4778bc.en.html,Stemming the tide: safeguarding our ocean and economy,2025-06-07
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250606~682ddd73ec.en.html,ECB to add new reporting agents to the €STR,2025-06-06
https://www.ecb.europa.eu/press/projections/html/ecb.projections202506_eurosystemstaff~16a68fbaf4.en.html,"Eurosystem staff macroeconomic projections for the euro area, June 2025",2025-06-05
https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2025/html/ecb.is250605~f00a36ef2b.en.html,Monetary policy statement (with Q&A),2025-06-05
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.mp250605~3b5f67d007.en.html,Monetary policy decisions,2025-06-05
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250604~26651b6294.en.html,ECB reports on Bulgaria’s progress towards euro adoption,2025-06-04
https://www.ecb.europa.eu/press/other-publications/convergence/html/ecb.cr202506~8941e288b6.en.html,"Convergence Report, June 2025",2025-06-04
https://www.ecb.europa.eu/press/stats/mfi/html/ecb.mir2506~52144a19aa.en.html,Euro area bank interest rate statistics: April 2025,2025-06-04
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250603.en.html,Consolidated financial statement of the Eurosystem as at 30 May 2025,2025-06-03
https://www.ecb.europa.eu/press/stats/md/html/ecb.md2504~0476bc7c6c.en.html,Monetary developments in the euro area: April 2025,2025-05-30
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250528~bd3c3b750a.en.html,Monetary policy transmission: from mortgage rates to consumption,2025-05-28
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250528~c61ec4f10a.en.html,ECB Consumer Expectations Survey results – April 2025,2025-05-28
https://www.ecb.europa.eu/press/inter/date/2025/html/ecb.in250527_1~a9886a34cf.en.html,Interview with Frankfurter Allgemeine Zeitung,2025-05-27
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250527.en.html,Consolidated financial statement of the Eurosystem as at 23 May 2025,2025-05-27
https://www.ecb.europa.eu/press/inter/date/2025/html/ecb.in250527~cd4d3a085c.en.html,Interview with Ta Nea,2025-05-27
https://www.ecb.europa.eu/press/research-publications/resbull/2025/html/ecb.rb250527~db71bf8d29.en.html,Private safe asset supply and financial instability,2025-05-27
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250526~d8d4541ce5.en.html,Earning influence: lessons from the history of international currencies,2025-05-26
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250523~d39e3a7933.en.html,The European economy is not drought-proof,2025-05-23
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250523~ec78a6a90a.en.pdf,Inflation and disinflation in the euro area,2025-05-23
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250522~b371549cb6.en.html,"Nature’s bell tolls for thee, economy!",2025-05-22
https://www.ecb.europa.eu/press/accounts/2025/html/ecb.mg250522~31b2c664d4.en.html,Meeting of 16-17 April 2025,2025-05-22
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250521~c864c6e1d2.en.pdf,"Discussion of ""Negative interest rates and the impact of monetary policy"" by McLeay, Tenreyro, von dem Berge",2025-05-21
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250521~776115b62f.en.html,Rapidly shifting geopolitical environment could test euro area financial stability,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/html/ecb.fsr202505~0cde5244f6.en.html,"Financial Stability Review, May 2025",2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/focus/2025/html/ecb.fsrbox202505_05~0b478dcfc6.en.html,Examining the dynamics of liquid asset holdings in the non-bank financial sector,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/focus/2025/html/ecb.fsrbox202505_06~b9e8afc409.en.html,Private markets: risks and benefits from financial diversification in the euro area,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/focus/2025/html/ecb.fsrbox202505_04~17b39a3c1a.en.html,Digital banking: how new bank business models are disrupting traditional banks,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/focus/2025/html/ecb.fsrbox202505_03~291d8e8f0c.en.html,The deposit franchise value of euro area banks,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/focus/2025/html/ecb.fsrbox202505_01~5b8c62e6c6.en.html,Cyber threats to financial stability in a complex geopolitical landscape,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/special/html/ecb.fsrart202505_03~9db108da0e.en.html,Navigating financial stability in an ageing world,2025-05-21
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/special/html/ecb.fsrart202505_01~62255f2625.en.html,Just another crypto boom? Mind the blind spots,2025-05-21
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250520.en.html,Consolidated financial statement of the Eurosystem as at 16 May 2025,2025-05-20
https://www.ecb.europa.eu/press/stats/bop/2025/html/ecb.bp250520~5d4bd5f746.en.html,Euro area monthly balance of payments: March 2025,2025-05-20
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/special/html/ecb.fsrart202505_02~4603d3e42a.en.html,Risks to euro area financial stability from trade tensions,2025-05-20
https://www.ecb.europa.eu/press/financial-stability-publications/fsr/focus/2025/html/ecb.fsrbox202505_02~7f616fcd3f.en.html,What does the record price of gold tell us about risk perceptions in financial markets?,2025-05-19
https://www.ecb.europa.eu/press/inter/date/2025/html/ecb.in250518~7f154e8794.en.html,Interview with La Tribune Dimanche,2025-05-18
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250516~fd6d7138d8.en.html,The communication of monetary policy decisions: incorporating risks and uncertainty,2025-05-16
https://www.ecb.europa.eu/press/govcdec/otherdec/2025/html/ecb.gc250516~2d35ee20ad.en.html,Decisions taken by the Governing Council of the ECB (in addition to decisions setting interest rates),2025-05-16
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250515_1~5411c82769.en.html,Financial stability in the euro area,2025-05-15
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250515~fd8adac5a4.en.html,Harnessing the digital future of payments: Europe's path to sovereignty and innovation,2025-05-15
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250513.en.html,Consolidated financial statement of the Eurosystem as at 9 May 2025,2025-05-13
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250510~31aea4f78a.en.html,Keeping a steady hand in an unsteady world,2025-05-09
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250508~897078ce87.en.html,Foreign workers: a lever for economic growth ,2025-05-08
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250506.en.html,Consolidated financial statement of the Eurosystem as at 2 May 2025,2025-05-06
https://www.ecb.europa.eu/press/stats/mfi/html/ecb.mir2505~0b44f4eeeb.en.html,Euro area bank interest rate statistics: March 2025,2025-05-06
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250505~86c88d726c.en.html,How enduring high energy prices could affect jobs,2025-05-05
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250505~00207689f9.en.html,ECB partners with private sector through digital euro innovation platform,2025-05-05
https://www.ecb.europa.eu/press/inter/date/2025/html/ecb.in250503~ff4b502714.en.html,Interview with Die Presse,2025-05-03
https://www.ecb.europa.eu/press/economic-bulletin/html/eb202503.en.html,"Economic Bulletin Issue 3, 2025",2025-05-02
https://www.ecb.europa.eu/stats/financial_markets_and_interest_rates/euro_short-term_rate/transparency/html/ecb.ete250502.en.pdf,Q1 2025,2025-05-02
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_07~e8ab044fe5.en.html,Introducing statistical in-house credit assessment systems (S-ICASs) as an additional source of credit assessments under the general collateral framework,2025-05-02
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_06~b086c2d26e.en.html,The 2021-24 inflation surge through the lens of the ECB-BASE model,2025-05-02
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_03~6f0a204c57.en.html,Who wants to work more? Revisiting the decline in average hours worked,2025-05-02
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_02~b2916b44db.en.html,The implications of US-China trade tensions for the euro area – lessons from the tariffs imposed by the first Trump Administration,2025-05-02
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_01~77cc87aa1f.en.html,Challenges to the resilience of US corporate bond spreads,2025-05-02
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250502~42c1ab8835.en.html,Results of the March 2025 Survey on credit terms and conditions in euro-denominated securities financing and OTC derivatives markets (SESFOD),2025-05-02
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250430_1~db4f08259e.en.html,ECB introduces changes to the dedicated credit facility for euro area CCPs,2025-04-30
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250430~a1b1668cda.en.html,How will European consumers react to US tariffs?,2025-04-30
https://www.ecb.europa.eu/press/economic-bulletin/articles/2025/html/ecb.ebart202503_01~1b1a292f83.en.html,Medium-term fiscal-structural plans under the revised Stability and Growth Pact,2025-04-30
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250430~d2baeabaed.en.html,ECB study shows money market turnover rose from 2022 to 2024,2025-04-30
https://www.ecb.europa.eu/press/euromoneymarket/html/ecb.euromoneymarket202504.en.html,Euro money market study 2024,2025-04-30
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250429.en.html,Consolidated financial statement of the Eurosystem as at 25 April 2025,2025-04-29
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250429~ce32da0a4c.en.html,Looking back at PEPP implementation since the end of reinvestments,2025-04-29
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250429~ea11d7d71b.en.html,ECB Consumer Expectations Survey results – March 2025,2025-04-29
https://www.ecb.europa.eu/press/stats/md/html/ecb.md2503~0a8d7ddc61.en.html,Monetary developments in the euro area: March 2025,2025-04-29
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_05~2c69131308.en.html,Long-term inflation expectations of consumers: an overview,2025-04-29
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250429~5c32473955.en.html,Navigating a fractured horizon: risks and policy options in a fragmenting world,2025-04-29
https://www.ecb.europa.eu/press/research-publications/resbull/2025/html/ecb.rb250429~6f9636652d.en.html,Why monetary policy should crack down harder during high inflation,2025-04-29
https://www.ecb.europa.eu/press/annual-reports-financial-statements/annual/html/ecb.ar2024~8402d8191f.en.html,Annual Report 2024,2025-04-28
https://www.ecb.europa.eu/press/feedbackar/html/ecb.20250428_feedback_on_the_input_provided_by_the_european_parliament~435b92b26c.en.html,Feedback on the input provided by the European Parliament as part of its resolution on the ECB’s Annual Report 2023,2025-04-28
https://www.ecb.europa.eu/press/stats/ffi/html/ecb.eaefd_full2024q4~5662d9f0c9.en.html,Euro area economic and financial developments by institutional sector: fourth quarter of 2024,2025-04-28
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_08~4d9627908b.en.html,The macroeconomic impact of euro area discretionary fiscal policy measures since the start of the pandemic,2025-04-28
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250428~9e742b429b.en.html,Presentation of the ECB Annual Report 2024 to the Committee on Economic and Monetary Affairs of the European Parliament,2025-04-28
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250425~2ddde574aa.en.html,IMFC Statement,2025-04-25
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250425~fa1fb8e9ac.en.html,The first year of the Eurosystem’s new operational framework,2025-04-25
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250424_1~69bc91c2e1.en.html,Project Meridian FX shows possibility of cross-border linkages for FX transactions between wholesale payment infrastructures ,2025-04-24
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250424~2643533670.en.html,ECB publishes indicative operational calendars for 2026,2025-04-24
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250423~87dfd6de0b.en.pdf,The euro area in April 2025,2025-04-23
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250423.en.html,Consolidated financial statement of the Eurosystem as at 18 April 2025,2025-04-23
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250423_1~1efe6e210c.en.html,New data release: ECB wage tracker continues to indicate that negotiated wage pressures will ease over the course of the year,2025-04-23
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250423~096ce05219.en.html,Danish krone now available in all TARGET Services,2025-04-23
https://www.ecb.europa.eu/press/govcdec/otherdec/2025/html/ecb.gc250422~17a73fd108.en.html,Decisions taken by the Governing Council of the ECB (in addition to decisions setting interest rates),2025-04-22
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250422~a289ea4ebf.en.html,Results of the ECB Survey of Professional Forecasters for the second quarter of 2025,2025-04-22
https://www.ecb.europa.eu/stats/ecb_surveys/survey_of_professional_forecasters/html/ecb.spf2025q2~810f7c3300.en.html,The ECB Survey of Professional Forecasters - Second quarter of 2025,2025-04-22
https://www.ecb.europa.eu/press/economic-bulletin/focus/2025/html/ecb.ebbox202503_04~e39f433da9.en.html,Main findings from the ECB’s recent contacts with non-financial companies,2025-04-22
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250404~c1616b47d1.en.html,Low money market volatility benefits monetary policy transmission,2025-04-18
https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2025/html/ecb.is250417~091c625eb6.en.html,Monetary policy statement (with Q&A),2025-04-17
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.mp250417~42727d0735.en.html,Monetary policy decisions,2025-04-17
https://www.ecb.europa.eu/press/stats/bop/2025/html/ecb.bp250416~c6632b405c.en.html,Euro area monthly balance of payments: February 2025,2025-04-16
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250415.en.html,Consolidated financial statement of the Eurosystem as at 11 April 2025,2025-04-15
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250415~ecb75efa17.en.html,April 2025 euro area bank lending survey ,2025-04-15
https://www.ecb.europa.eu/stats/ecb_surveys/bank_lending_survey/html/ecb.blssurvey2025q1~dd155b616a.en.html,The euro area bank lending survey - First quarter of 2025,2025-04-15
https://www.ecb.europa.eu/press/pr/date/2025/html/ecb.pr250414~7e01e7da70.en.html,Survey on the Access to Finance of Enterprises: firms report lower interest rates amid reduced need for bank loans,2025-04-14
https://www.ecb.europa.eu/stats/ecb_surveys/safe/html/ecb.safe202504~3839a2deca.en.html,Survey on the Access to Finance of Enterprises in the euro area - First quarter of 2025,2025-04-14
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250409.en.html,Consolidated financial statement of the Eurosystem as at 4 April 2025,2025-04-09
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250408~40820747ef.en.html,Empowering Europe: boosting strategic autonomy through the digital euro,2025-04-08
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250407~669a57f2e2.en.pdf,Digital euro: The future of money,2025-04-07
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250407~7023432957.en.html,Worrying about war: geopolitical risks weigh on consumer sentiment,2025-04-07
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250405~ec862807b0.en.pdf,Reviving growth in the euro area,2025-04-05
https://www.ecb.europa.eu/press/blog/date/2025/html/ecb.blog20250408~a2b4a99903.en.html,When investors move in: new dynamics in European housing markets,2025-04-04
https://www.ecb.europa.eu/press/stats/ffi/html/ecb.eaefd_early2024q4~227e84a5d0.en.html,Households and non-financial corporations in the euro area: fourth quarter of 2024,2025-04-04
https://www.ecb.europa.eu/press/stats/bop/2025/html/ecb.bq250404~3a3bb7d212.en.html,Euro area quarterly balance of payments and international investment position: fourth quarter of 2024,2025-04-04
https://www.ecb.europa.eu/press/accounts/2025/html/ecb.mg250403~e578b5dbea.en.html,Meeting of 5-6 March 2025,2025-04-03
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250403~64e41daf3f.en.html,Financial stability in uncertain times,2025-04-03
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250402_1~14d2d4d23a.en.html,A “European moment” in an inverted world,2025-04-02
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250402.en~f12be992aa.pdf.pdf,Reviving growth in the euro area,2025-04-02
https://www.ecb.europa.eu/press/stats/mfi/html/ecb.mir2504~86702ea969.en.html,Euro area bank interest rate statistics: February 2025,2025-04-02
https://www.ecb.europa.eu/press/annual-reports-financial-statements/wfs/2025/html/ecb.fst250401.en.html,Consolidated financial statement of the Eurosystem as at 28 March 2025,2025-04-01
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250401_1~d6c9d8df11.en.html,The transformative power of AI,2025-04-01
https://www.ecb.europa.eu/press/key/date/2025/html/ecb.sp250401~9e1ee05e88.en.html,Enhancing cross-border payments in Europe and beyond,2025-04-01
https://www.ecb.europa.eu/press/financial-stability-publications/macroprudential-bulletin/html/ecb.mpbu202504_01~6aa0c34852.en.html,Geopolitical risk and its implications for macroprudential policy,2025-04-01
https://www.ecb.europa.eu/press/key/date/2025/html/ecb~34e31f197a.sp250329en.pdf,Interest rate analytics,2025-03-29
